,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year
287,Elijah Higgins,ARI,TE,24,17,6,0,0,0,0,0,0,0,N/A,0,24,20,172,8.60,2,0,0,2,N/A,N/A,29,49.2,52.2,39.2,N/A,48,N/A,2024
288,Tanner McKee,PHI,QB,24,2,1,30,45,323,4,0,5,-1,-0.20,0,0,0,0,N/A,0,0,0,0,N/A,N/A,29,28.8,31.8,28.8,N/A,49,N/A,2024
289,Malik Washington,MIA,WR,23,14,3,0,0,0,0,0,5,25,5.00,1,36,26,223,8.58,0,1,1,1,N/A,N/A,29,54.8,58.8,41.8,N/A,117,N/A,2024
290,Kimani Vidal,LAC,RB,23,10,0,0,0,0,0,0,43,155,3.60,0,9,5,62,12.40,1,1,0,1,N/A,N/A,28,32.7,35.7,30.2,N/A,78,N/A,2024
291,Jamaal Williams,NOR,RB,29,14,1,0,0,0,0,0,48,164,3.42,1,11,9,57,6.33,0,0,0,1,N/A,N/A,28,37.1,40.1,32.6,N/A,77,N/A,2024
292,Blake Corum,LAR,RB,24,17,1,0,0,0,0,0,58,207,3.57,0,8,7,58,8.29,0,0,0,0,N/A,N/A,27,33.5,36.5,30.0,N/A,81,N/A,2024
293,Derius Davis,LAC,WR,24,15,2,0,0,0,0,0,12,39,3.25,0,17,13,112,8.62,2,3,0,2,N/A,N/A,27,40.1,43.1,33.6,N/A,118,N/A,2024
294,D'Onta Foreman,CLE,RB,28,11,3,0,0,0,0,0,71,232,3.27,0,8,6,54,9.00,0,2,1,0,N/A,N/A,27,32.6,36.6,29.6,N/A,80,N/A,2024
295,Patrick Taylor,SFO,RB,26,13,1,0,0,0,0,0,39,183,4.69,1,11,3,25,8.33,0,0,0,1,N/A,N/A,27,29.8,32.8,28.3,N/A,79,N/A,2024
296,Johnny Mundt,MIN,TE,30,17,3,0,0,0,0,0,0,0,N/A,0,27,19,142,7.47,2,0,0,2,N/A,N/A,26,45.2,48.2,35.7,N/A,49,N/A,2024
297,Cordarrelle Patterson,PIT,RB,33,13,1,0,0,0,0,0,32,135,4.22,0,14,12,80,6.67,1,1,1,1,N/A,N/A,26,37.5,41.5,31.5,N/A,82,N/A,2024
298,Darnell Washington,PIT,TE,23,17,9,0,0,0,0,0,0,0,N/A,0,25,19,200,10.53,1,0,0,1,N/A,N/A,26,45.0,48.0,35.5,N/A,50,N/A,2024
299,Michael Carter,ARI,RB,25,3,1,0,0,0,0,0,35,131,3.74,1,11,11,57,5.18,0,0,0,1,N/A,N/A,25,35.8,38.8,30.3,N/A,83,N/A,2024
300,KhaDarel Hodge*,ATL,WR,29,17,2,0,0,0,0,0,0,0,N/A,0,12,7,131,18.71,1,0,0,2,N/A,N/A,25,32.1,35.1,28.6,N/A,121,N/A,2024
301,Ryan Miller,TAM,WR,24,11,3,0,0,0,0,0,0,0,N/A,0,20,12,128,10.67,2,0,0,2,N/A,N/A,25,36.8,39.8,30.8,N/A,122,N/A,2024
302,Kenny Pickett,PHI,QB,26,5,1,25,42,291,2,1,9,15,1.67,1,0,0,0,N/A,0,1,0,1,N/A,N/A,25,25.1,26.1,26.1,N/A,50,N/A,2024
303,Josh Reynolds,2TM,WR,29,9,2,0,0,0,0,0,0,0,N/A,0,24,13,194,14.92,1,0,0,1,N/A,N/A,25,38.4,41.4,31.9,N/A,119,N/A,2024
304,Tylan Wallace,BAL,WR,25,17,0,0,0,0,0,0,0,0,N/A,0,12,11,193,17.55,1,1,0,1,N/A,N/A,25,36.3,39.3,30.8,N/A,120,N/A,2024
305,Jalen Brooks,DAL,WR,24,14,1,0,0,0,0,0,0,0,N/A,0,30,12,177,14.75,1,0,0,1,N/A,N/A,24,35.7,38.7,29.7,N/A,123,N/A,2024
306,Payne Durham,TAM,TE,24,16,6,0,0,0,0,0,0,0,N/A,0,14,11,115,10.45,2,1,0,2,N/A,N/A,24,34.5,37.5,29.0,N/A,51,N/A,2024
307,D'Ernest Johnson,JAX,RB,28,14,1,0,0,0,0,0,32,143,4.47,0,19,12,96,8.00,0,0,0,0,N/A,N/A,24,35.9,38.9,29.9,N/A,85,N/A,2024
308,Kendre Miller,NOR,RB,22,6,2,0,0,0,0,0,39,148,3.79,1,8,5,33,6.60,0,0,0,1,N/A,N/A,24,29.1,32.1,26.6,N/A,84,N/A,2024
309,Jaylen Wright,MIA,RB,21,15,1,0,0,0,0,0,68,249,3.66,0,6,3,8,2.67,0,1,1,0,N/A,N/A,24,26.7,30.7,25.2,N/A,86,N/A,2024
310,Jahan Dotson,PHI,WR,24,17,6,0,0,0,0,0,1,13,13.00,0,33,19,216,11.37,0,0,0,0,N/A,N/A,23,41.9,44.9,32.4,N/A,125,N/A,2024
311,Trey Palmer,TAM,WR,23,15,3,0,0,0,0,0,0,0,N/A,0,22,12,172,14.33,1,1,0,1,N/A,N/A,23,35.2,38.2,29.2,N/A,124,N/A,2024
312,Zamir White,LVR,RB,25,8,5,0,0,0,0,0,65,183,2.82,1,8,6,30,5.00,0,2,2,1,N/A,N/A,23,29.3,34.3,26.3,N/A,87,N/A,2024
313,Ty Chandler,MIN,RB,26,17,0,0,0,0,0,0,56,182,3.25,0,6,6,42,7.00,0,0,0,0,N/A,N/A,22,28.4,31.4,25.4,N/A,88,N/A,2024
314,Malik Heath,GNB,WR,24,13,1,0,0,0,0,0,0,0,N/A,0,13,10,97,9.70,2,0,0,2,N/A,N/A,22,31.7,31.7,26.7,N/A,126,N/A,2024
315,Khalil Herbert,2TM,RB,26,14,1,0,0,0,0,0,36,130,3.61,1,11,10,25,2.50,0,1,0,1,N/A,N/A,22,31.5,34.5,26.5,N/A,89,N/A,2024
316,Desmond Ridder,LVR,QB,25,6,1,52,85,458,2,2,9,36,4.00,0,0,0,0,N/A,0,3,2,0,N/A,N/A,22,21.9,28.9,23.9,N/A,51,N/A,2024
317,Brock Wright,DET,TE,26,17,8,0,0,0,0,0,0,0,N/A,0,16,13,100,7.69,2,0,0,2,N/A,N/A,22,35.0,38.0,28.5,N/A,52,N/A,2024
318,Mo Alie-Cox,IND,TE,31,17,13,0,0,0,0,0,0,0,N/A,0,22,12,147,12.25,1,0,0,1,N/A,N/A,21,32.7,35.7,26.7,N/A,53,N/A,2024
319,Mecole Hardman,KAN,WR,26,12,0,0,0,0,0,0,5,62,12.40,1,14,12,90,7.50,0,0,0,1,N/A,N/A,21,33.2,33.2,27.2,N/A,127,N/A,2024
320,Sincere McCormick,LVR,RB,24,5,2,0,0,0,0,0,39,183,4.69,0,7,6,29,4.83,0,0,0,0,N/A,N/A,21,27.2,30.2,24.2,N/A,90,N/A,2024
321,Ja'Lynn Polk,NWE,WR,22,15,7,0,0,0,0,0,1,0,0.00,0,33,12,87,7.25,2,0,0,2,N/A,N/A,21,32.7,32.7,26.7,N/A,128,N/A,2024
322,Pierre Strong,CLE,RB,26,14,0,0,0,0,0,0,26,108,4.15,0,22,14,104,7.43,0,0,0,0,N/A,N/A,21,35.2,41.2,28.2,N/A,91,N/A,2024
323,Jimmy Garoppolo,LAR,QB,33,1,1,27,41,334,2,1,2,5,2.50,0,0,0,0,N/A,0,0,0,0,N/A,N/A,20,19.9,23.9,20.9,N/A,53,N/A,2024
324,Tanner Hudson,CIN,TE,30,11,0,0,0,0,0,0,1,1,1.00,0,23,19,154,8.11,1,1,1,1,N/A,N/A,20,38.5,42.5,29.0,N/A,54,N/A,2024
325,Dante Pettis,NOR,WR,29,8,0,0,0,0,0,0,0,0,N/A,0,28,12,120,10.00,1,0,0,1,1,N/A,20,32.0,35.0,26.0,N/A,129,N/A,2024
326,Tyrod Taylor,NYJ,QB,35,2,0,17,22,119,3,0,3,13,4.33,0,0,0,0,N/A,0,1,0,0,N/A,1,20,20.1,20.1,20.1,N/A,52,N/A,2024
327,Michael Burton,DEN,FB,32,17,2,0,0,0,0,0,7,8,1.14,1,10,10,65,6.50,1,0,0,2,N/A,N/A,19,29.3,29.3,24.3,N/A,93,N/A,2024
328,Jamycal Hasty,NWE,RB,28,15,0,0,0,0,0,0,20,69,3.45,0,12,10,59,5.90,1,0,0,1,N/A,N/A,19,28.8,28.8,23.8,N/A,94,N/A,2024
329,Tyler Higbee,LAR,TE,31,3,3,0,0,0,0,0,0,0,N/A,0,12,8,66,8.25,2,0,0,2,N/A,N/A,19,26.6,26.6,22.6,N/A,58,N/A,2024
330,Charlie Kolar,BAL,TE,25,13,3,0,0,0,0,0,1,2,2.00,0,11,9,131,14.56,1,0,0,1,N/A,N/A,19,28.3,31.3,23.8,N/A,55,N/A,2024
331,Kenny McIntosh,SEA,RB,24,17,0,0,0,0,0,0,31,172,5.55,0,4,3,22,7.33,0,0,0,0,N/A,N/A,19,22.4,25.4,20.9,N/A,92,N/A,2024
332,Joe Milton,NWE,QB,24,1,0,22,29,241,1,0,10,16,1.60,1,0,0,0,N/A,0,1,1,1,N/A,N/A,19,19.2,20.2,19.2,N/A,54,N/A,2024
333,Stone Smartt,LAC,TE,26,15,2,0,0,0,0,0,0,0,N/A,0,19,16,208,13.00,0,1,1,0,N/A,N/A,19,34.8,38.8,26.8,N/A,57,N/A,2024
334,Cade Stover,HOU,TE,24,15,9,0,0,0,0,0,0,0,N/A,0,22,15,133,8.87,1,0,0,1,N/A,N/A,19,34.3,37.3,26.8,N/A,56,N/A,2024
335,DeeJay Dallas,ARI,RB,26,17,0,0,0,0,0,0,9,49,5.44,0,3,3,11,3.67,1,1,0,2,N/A,N/A,18,21.0,21.0,19.5,N/A,95,N/A,2024
336,Kylen Granson,IND,TE,26,17,6,0,0,0,0,0,0,0,N/A,0,31,14,182,13.00,0,0,0,0,N/A,N/A,18,32.2,35.2,25.2,N/A,59,N/A,2024
337,Bub Means,NOR,WR,23,7,1,0,0,0,0,0,0,0,N/A,0,15,9,118,13.11,1,0,0,1,N/A,N/A,18,26.8,29.8,22.3,N/A,131,N/A,2024
338,Craig Reynolds,DET,RB,28,17,0,0,0,0,0,0,31,139,4.48,0,5,3,40,13.33,0,1,0,0,N/A,N/A,18,20.9,23.9,19.4,N/A,96,N/A,2024
339,Robert Woods,HOU,WR,32,15,4,0,0,0,0,0,0,0,N/A,0,30,20,203,10.15,0,3,1,0,N/A,N/A,18,38.3,42.3,28.3,N/A,130,N/A,2024
340,Jake Bobo,SEA,WR,26,17,3,0,0,0,0,0,0,0,N/A,0,17,13,107,8.23,1,0,0,1,N/A,N/A,17,29.7,32.7,23.2,N/A,135,N/A,2024
341,Jamison Crowder,WAS,WR,31,6,1,0,0,0,0,0,0,0,N/A,0,13,9,72,8.00,2,2,1,2,N/A,N/A,17,26.2,27.2,21.7,N/A,132,N/A,2024
342,Ashton Dulin,IND,WR,27,15,2,0,0,0,0,0,5,45,9.00,0,8,2,67,33.50,1,0,0,1,N/A,N/A,17,19.2,19.2,18.2,N/A,133,N/A,2024
343,Luke McCaffrey,WAS,WR,23,17,4,0,0,0,0,0,0,0,N/A,0,24,18,168,9.33,0,0,0,0,N/A,N/A,17,34.8,37.8,25.8,N/A,134,N/A,2024
344,Andrew Ogletree,IND,TE,26,17,6,0,0,0,0,0,0,0,N/A,0,14,9,109,12.11,1,0,0,1,N/A,N/A,17,25.9,28.9,21.4,N/A,60,N/A,2024
345,Drew Sample,CIN,TE,28,17,15,0,0,0,0,0,1,-4,-4.00,0,22,20,109,5.45,1,1,0,1,N/A,N/A,17,36.5,39.5,26.5,N/A,61,N/A,2024
346,Carson Steele,KAN,RB,22,17,3,0,0,0,0,0,56,183,3.27,0,11,7,26,3.71,0,3,2,0,N/A,N/A,17,23.9,28.9,20.4,N/A,97,N/A,2024
347,Erick All,CIN,TE,24,9,6,0,0,0,0,0,0,0,N/A,0,22,20,158,7.90,0,0,0,0,N/A,N/A,16,35.8,38.8,25.8,N/A,62,N/A,2024
348,Kevin Austin,NOR,WR,24,8,2,0,0,0,0,0,1,9,9.00,0,22,11,151,13.73,0,1,0,0,N/A,N/A,16,27.0,30.0,21.5,N/A,136,N/A,2024
349,Michael Mayer,LVR,TE,23,11,8,0,0,0,0,0,0,0,N/A,0,32,21,156,7.43,0,0,0,0,N/A,N/A,16,36.6,39.6,26.1,N/A,64,N/A,2024
350,Eric Saubert,SFO,TE,30,17,3,0,0,0,0,0,0,0,N/A,0,14,11,97,8.82,1,1,0,1,N/A,N/A,16,26.7,26.7,21.2,N/A,63,N/A,2024
351,Dorian Thompson-Robinson,CLE,QB,25,7,2,61,118,440,0,6,21,122,5.81,0,0,0,0,N/A,0,3,1,0,N/A,N/A,16,15.8,28.8,21.8,N/A,55,N/A,2024
352,Alec Ingold,MIA,FB,28,15,10,0,0,0,0,0,10,17,1.70,1,12,11,96,8.73,0,2,1,1,N/A,N/A,15,26.3,27.3,20.8,N/A,98,N/A,2024
353,Lucas Krull,DEN,TE,26,13,2,0,0,0,0,0,0,0,N/A,0,23,19,152,8.00,0,0,0,0,N/A,N/A,15,34.2,37.2,24.7,N/A,65,N/A,2024
354,Hunter Luepke,DAL,RB,24,16,4,0,0,0,0,0,12,38,3.17,0,16,12,111,9.25,0,0,0,0,N/A,N/A,15,26.9,29.9,20.9,N/A,99,N/A,2024
355,Bo Melton,GNB,WR,25,17,0,0,0,0,0,0,8,54,6.75,0,17,8,91,11.38,0,0,0,0,N/A,N/A,15,22.5,22.5,18.5,N/A,138,N/A,2024
356,Jonathan Mingo,2TM,WR,23,17,6,0,0,0,0,0,2,5,2.50,0,42,17,167,9.82,0,1,1,0,N/A,N/A,15,32.2,36.2,23.7,N/A,137,N/A,2024
357,Mitchell Trubisky,BUF,QB,30,9,0,19,26,179,2,0,17,1,0.06,0,0,0,0,N/A,0,1,0,0,N/A,N/A,15,15.3,15.3,15.3,N/A,56,N/A,2024
358,Tim Boyle,2TM,QB,30,3,0,27,50,276,1,1,3,9,3.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,14,13.9,14.9,14.9,N/A,57,N/A,2024
359,Jordan Mims,NOR,RB,25,11,0,0,0,0,0,0,20,70,3.50,0,18,12,71,5.92,0,0,0,0,N/A,N/A,14,26.1,26.1,20.1,N/A,101,N/A,2024
360,Patrick Ricard*+,BAL,FB,30,17,6,0,0,0,0,0,0,0,N/A,0,5,3,22,7.33,1,0,0,2,N/A,N/A,14,17.2,17.2,15.7,N/A,100,N/A,2024
361,Trent Sherfield,MIN,WR,28,17,1,0,0,0,0,0,0,0,N/A,0,9,8,83,10.38,1,0,0,1,N/A,N/A,14,22.3,22.3,18.3,N/A,139,N/A,2024
362,Daniel Bellinger,NYG,TE,24,17,8,0,0,0,0,0,0,0,N/A,0,17,14,125,8.93,0,0,0,0,N/A,N/A,13,26.5,29.5,19.5,N/A,66,N/A,2024
363,Tommy DeVito,NYG,QB,26,3,2,31,44,257,0,0,8,32,4.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,13,13.5,13.5,13.5,N/A,58,N/A,2024
364,Jake Haener,NOR,QB,25,8,1,18,39,226,1,1,11,22,2.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,13,13.2,14.2,14.2,N/A,59,N/A,2024
365,Trey Lance,DAL,QB,24,4,1,25,41,266,0,1,11,41,3.73,0,0,0,0,N/A,0,0,0,0,N/A,N/A,13,12.7,13.7,13.7,N/A,60,N/A,2024
366,Ronnie Rivers,LAR,RB,25,17,0,0,0,0,0,0,22,99,4.50,0,6,5,34,6.80,0,0,0,0,N/A,N/A,13,18.3,18.3,15.8,N/A,102,N/A,2024
367,Tyrell Shavers,BUF,WR,25,3,0,0,0,0,0,0,0,0,N/A,0,1,1,69,69.00,1,0,0,1,N/A,N/A,13,13.9,13.9,13.4,N/A,140,N/A,2024
368,Xavier Hutchinson,HOU,WR,24,16,3,0,0,0,0,0,0,0,N/A,0,26,12,117,9.75,0,0,0,0,N/A,N/A,12,23.7,26.7,17.7,N/A,142,N/A,2024
369,Rakim Jarrett,TAM,WR,23,10,2,0,0,0,0,0,0,0,N/A,0,11,9,124,13.78,0,0,0,0,N/A,N/A,12,21.4,24.4,16.9,N/A,141,N/A,2024
370,Tony Jones,ARI,RB,27,1,0,0,0,0,0,0,4,55,13.75,1,0,0,0,N/A,0,0,0,1,N/A,N/A,12,11.5,11.5,11.5,N/A,104,N/A,2024
371,K.J. Osborn,2TM,WR,27,8,4,0,0,0,0,0,0,0,N/A,0,18,7,57,8.14,1,0,0,1,N/A,N/A,12,18.7,18.7,15.2,N/A,143,N/A,2024
372,Will Shipley,PHI,RB,22,16,1,0,0,0,0,0,30,82,2.73,0,4,4,35,8.75,0,0,0,0,N/A,N/A,12,15.7,15.7,13.7,N/A,103,N/A,2024
373,Jermaine Burton,CIN,WR,23,14,1,0,0,0,0,0,0,0,N/A,0,14,4,107,26.75,0,0,0,0,N/A,N/A,11,14.7,17.7,12.7,N/A,145,N/A,2024
374,Julius Chestnut,TEN,RB,24,17,0,0,0,0,0,0,22,102,4.64,0,3,2,11,5.50,0,0,0,0,N/A,N/A,11,13.3,16.3,12.3,N/A,105,N/A,2024
375,Simi Fehoko,LAC,WR,27,8,2,0,0,0,0,0,0,0,N/A,0,16,6,106,17.67,0,0,0,0,N/A,N/A,11,16.6,19.6,13.6,N/A,147,N/A,2024
376,Tay Martin,TEN,WR,27,1,0,0,0,0,0,0,0,0,N/A,0,2,1,49,49.00,1,0,0,1,N/A,N/A,11,11.9,11.9,11.4,N/A,144,N/A,2024
377,Jeremy Ruckert,NYJ,TE,24,17,9,0,0,0,0,0,0,0,N/A,0,28,18,105,5.83,0,0,0,0,N/A,N/A,11,28.5,31.5,19.5,N/A,69,N/A,2024
378,Ainias Smith,PHI,WR,23,7,1,0,0,0,0,0,2,6,3.00,0,9,7,41,5.86,1,0,0,1,N/A,N/A,11,17.7,17.7,14.2,N/A,146,N/A,2024
379,Blake Whiteheart,CLE,TE,24,11,2,0,0,0,0,0,0,0,N/A,0,9,6,51,8.50,1,0,0,1,N/A,N/A,11,17.1,17.1,14.1,N/A,67,N/A,2024
380,Kenny Yeboah,NYJ,TE,26,9,1,0,0,0,0,0,0,0,N/A,0,8,5,47,9.40,1,0,0,1,N/A,N/A,11,15.7,15.7,13.2,N/A,68,N/A,2024
381,Connor Heyward,PIT,TE,25,17,5,0,0,0,0,0,0,0,N/A,0,8,6,40,6.67,1,0,0,1,N/A,N/A,10,16.0,16.0,13.0,N/A,70,N/A,2024
382,Julian Hill,MIA,TE,24,16,11,0,0,0,0,0,0,0,N/A,0,19,12,100,8.33,0,1,0,0,N/A,N/A,10,22.0,25.0,16.0,N/A,71,N/A,2024
383,Davis Mills,HOU,QB,26,4,0,20,36,212,0,0,3,11,3.67,0,0,0,0,N/A,0,0,0,0,N/A,N/A,10,9.6,9.6,9.6,N/A,61,N/A,2024
384,Quintin Morris,BUF,TE,25,16,3,0,0,0,0,0,0,0,N/A,0,8,5,36,7.20,1,0,0,1,N/A,N/A,10,14.6,14.6,12.1,N/A,73,N/A,2024
385,Bryce Oliver,TEN,WR,24,10,1,0,0,0,0,0,0,0,N/A,0,9,6,95,15.83,0,0,0,0,N/A,N/A,10,15.5,15.5,12.5,N/A,150,N/A,2024
386,MyCole Pruitt,PIT,TE,32,12,5,0,0,0,0,0,0,0,N/A,0,10,6,40,6.67,1,0,0,1,N/A,N/A,10,16.0,16.0,13.0,N/A,72,N/A,2024
387,Mason Tipton,NOR,WR,24,11,1,0,0,0,0,0,0,0,N/A,0,26,14,99,7.07,0,0,0,0,N/A,N/A,10,23.9,23.9,16.9,N/A,148,N/A,2024
388,Johnny Wilson,PHI,WR,23,16,4,0,0,0,0,0,0,0,N/A,0,15,5,38,7.60,1,0,0,1,N/A,N/A,10,14.8,14.8,12.3,N/A,149,N/A,2024
389,Marquise Brown,KAN,WR,27,2,1,0,0,0,0,0,0,0,N/A,0,15,9,91,10.11,0,0,0,0,N/A,N/A,9,18.1,18.1,13.6,N/A,151,N/A,2024
390,Harrison Bryant,LVR,TE,26,13,3,0,0,0,0,0,0,0,N/A,0,12,9,86,9.56,0,0,0,0,N/A,N/A,9,17.6,17.6,13.1,N/A,78,N/A,2024
391,Parris Campbell,PHI,WR,27,5,0,0,0,0,0,0,0,0,N/A,0,8,6,30,5.00,1,0,0,1,N/A,N/A,9,15.0,15.0,12.0,N/A,153,N/A,2024
392,DJ Chark,LAC,WR,28,7,0,0,0,0,0,0,0,0,N/A,0,10,4,31,7.75,1,0,0,1,N/A,N/A,9,13.1,13.1,11.1,N/A,152,N/A,2024
393,Devin Culp,TAM,TE,24,5,0,0,0,0,0,0,0,0,N/A,0,6,5,88,17.60,0,0,0,0,N/A,N/A,9,13.8,13.8,11.3,N/A,75,N/A,2024
394,C.J. Ham,MIN,FB,31,17,3,0,0,0,0,0,2,10,5.00,1,6,5,35,7.00,0,1,1,1,N/A,N/A,9,13.5,14.5,11.0,N/A,107,N/A,2024
395,Chris Manhertz,NYG,TE,32,17,11,0,0,0,0,0,0,0,N/A,0,4,3,30,10.00,1,0,0,1,N/A,N/A,9,12.0,12.0,10.5,N/A,74,N/A,2024
396,Ben Sinnott,WAS,TE,22,17,2,0,0,0,0,0,0,0,N/A,0,5,5,28,5.60,1,0,0,1,N/A,N/A,9,13.8,13.8,11.3,N/A,76,N/A,2024
397,Brevyn Spann-Ford,DAL,TE,25,17,0,0,0,0,0,0,0,0,N/A,0,14,9,88,9.78,0,0,0,0,N/A,N/A,9,17.8,17.8,13.3,N/A,77,N/A,2024
398,Deuce Vaughn,DAL,RB,23,7,0,0,0,0,0,0,17,70,4.12,0,5,3,18,6.00,0,0,0,0,N/A,N/A,9,11.8,11.8,10.3,N/A,106,N/A,2024
399,Raheem Blackshear,CAR,RB,25,16,1,0,0,0,0,0,15,80,5.33,0,0,0,0,N/A,0,2,0,0,N/A,N/A,8,8.0,8.0,8.0,N/A,108,N/A,2024
400,Chris Conley,SFO,WR,32,15,2,0,0,0,0,0,0,0,N/A,0,12,6,76,12.67,0,0,0,0,N/A,N/A,8,13.6,13.6,10.6,N/A,161,N/A,2024
401,Devin Duvernay,JAX,WR,27,13,1,0,0,0,0,0,4,3,0.75,0,16,11,79,7.18,0,1,0,0,N/A,N/A,8,19.2,19.2,13.7,N/A,156,N/A,2024
402,Ryan Flournoy,DAL,WR,25,11,1,0,0,0,0,0,0,0,N/A,0,14,10,102,10.20,0,1,1,0,N/A,N/A,8,18.2,22.2,13.2,N/A,157,N/A,2024
403,Xavier Gipson,NYJ,WR,23,17,0,0,0,0,0,0,1,5,5.00,0,10,6,39,6.50,1,4,1,1,N/A,N/A,8,14.4,15.4,11.4,N/A,154,N/A,2024
404,Zay Jones,ARI,WR,29,11,2,0,0,0,0,0,0,0,N/A,0,11,8,84,10.50,0,0,0,0,N/A,N/A,8,16.4,16.4,12.4,N/A,155,N/A,2024
405,Jalen Reagor,LAC,WR,25,8,2,0,0,0,0,0,3,-3,-1.00,0,12,7,100,14.29,0,1,1,0,N/A,N/A,8,14.7,18.7,11.2,N/A,160,N/A,2024
406,Skylar Thompson,MIA,QB,27,3,1,21,33,187,0,0,1,4,4.00,0,0,0,0,N/A,0,2,0,0,N/A,N/A,8,7.9,7.9,7.9,N/A,62,N/A,2024
407,Devontez Walker,BAL,WR,23,9,0,0,0,0,0,0,0,0,N/A,0,3,1,21,21.00,1,0,0,1,N/A,N/A,8,9.1,9.1,8.6,N/A,158,N/A,2024
408,Kristian Wilkerson,LVR,WR,27,3,0,0,0,0,0,0,0,0,N/A,0,3,2,18,9.00,1,0,0,1,N/A,N/A,8,9.8,9.8,8.8,N/A,159,N/A,2024
409,Jeff Wilson,MIA,RB,29,9,0,0,0,0,0,0,16,57,3.56,0,3,3,19,6.33,0,0,0,0,N/A,N/A,8,10.6,10.6,9.1,N/A,109,N/A,2024
410,Jacob Cowing,SFO,WR,23,15,0,0,0,0,0,0,1,7,7.00,0,6,4,80,20.00,0,2,1,0,N/A,N/A,7,10.7,11.7,8.7,N/A,165,N/A,2024
411,River Cracraft,MIA,WR,30,8,0,0,0,0,0,0,0,0,N/A,0,9,7,66,9.43,0,0,0,0,N/A,N/A,7,13.6,13.6,10.1,N/A,166,N/A,2024
412,Clyde Edwards-Helaire,NOR,RB,25,2,0,0,0,0,0,0,13,46,3.54,0,5,3,24,8.00,0,0,0,0,N/A,N/A,7,10.0,10.0,8.5,N/A,111,N/A,2024
413,Luke Farrell,JAX,TE,27,17,8,0,0,0,0,0,0,0,N/A,0,17,12,67,5.58,0,0,0,0,N/A,N/A,7,18.7,18.7,12.7,N/A,80,N/A,2024
414,Eric Gray,NYG,RB,25,17,0,0,0,0,0,0,14,31,2.21,0,11,10,82,8.20,0,3,2,0,N/A,N/A,7,17.3,19.3,12.3,N/A,110,N/A,2024
415,Hayden Hurst,LAC,TE,31,9,2,0,0,0,0,0,0,0,N/A,0,13,8,73,9.13,0,0,0,0,N/A,N/A,7,15.3,15.3,11.3,N/A,79,N/A,2024
416,E.J. Jenkins,PHI,TE,26,8,0,0,0,0,0,0,0,0,N/A,0,2,1,7,7.00,1,0,0,1,N/A,N/A,7,7.7,7.7,7.2,N/A,81,N/A,2024
417,Scott Miller,PIT,WR,27,13,1,0,0,0,0,0,0,0,N/A,0,9,5,69,13.80,0,0,0,0,N/A,N/A,7,11.9,11.9,9.4,N/A,163,N/A,2024
418,Brandon Powell,MIN,WR,29,17,1,0,0,0,0,0,0,0,N/A,0,10,7,71,10.14,0,1,0,0,N/A,N/A,7,14.1,14.1,10.6,N/A,162,N/A,2024
419,Ben Skowronek,PIT,WR,27,10,1,0,0,0,0,0,0,0,N/A,0,5,5,69,13.80,0,0,0,0,N/A,N/A,7,11.9,11.9,9.4,N/A,164,N/A,2024
420,Michael Woods II,CLE,WR,24,5,2,0,0,0,0,0,0,0,N/A,0,17,7,65,9.29,0,0,0,0,N/A,N/A,7,13.5,13.5,10.0,N/A,167,N/A,2024
421,Bailey Zappe,CLE,QB,25,1,1,16,31,170,1,2,2,2,1.00,0,0,0,0,N/A,0,0,0,0,N/A,N/A,7,7.0,9.0,9.0,N/A,63,N/A,2024
422,Brandon Allen,SFO,QB,32,3,1,17,30,199,1,2,3,4,1.33,0,0,0,0,N/A,0,2,1,0,N/A,N/A,6,6.4,9.4,8.4,N/A,64,N/A,2024
423,Tyler Badie,DEN,RB,24,3,0,0,0,0,0,0,11,86,7.82,0,3,3,-2,-0.67,0,1,1,0,N/A,N/A,6,9.4,10.4,7.9,N/A,112,N/A,2024
424,John Bates,WAS,TE,27,17,6,0,0,0,0,0,0,0,N/A,0,13,8,84,10.50,0,1,1,0,N/A,N/A,6,14.4,15.4,10.4,N/A,82,N/A,2024
425,Odell Beckham Jr.,MIA,WR,32,9,0,0,0,0,0,0,0,0,N/A,0,18,9,55,6.11,0,0,0,0,N/A,N/A,6,14.5,14.5,10.0,N/A,171,N/A,2024
426,Jalin Hyatt,NYG,WR,23,16,3,0,0,0,0,0,0,0,N/A,0,19,8,62,7.75,0,0,0,0,N/A,N/A,6,14.2,14.2,10.2,N/A,168,N/A,2024
427,Hunter Long,LAR,TE,26,17,2,0,0,0,0,0,0,0,N/A,0,9,7,60,8.57,0,0,0,0,N/A,N/A,6,13.0,13.0,9.5,N/A,83,N/A,2024
428,Keaton Mitchell,BAL,RB,22,5,0,0,0,0,0,0,15,30,2.00,0,1,1,28,28.00,0,0,0,0,N/A,N/A,6,6.8,6.8,6.3,N/A,114,N/A,2024
429,Kene Nwangwu,NYJ,RB,26,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,1,N/A,N/A,6,6.0,6.0,6.0,N/A,113,N/A,2024
